person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,person_gender_female,person_gender_male,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes
21.0,46414.0,0,14000.0,7.9,0.3,2.0,512,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22.0,47934.0,0,14000.0,10.37,0.29,3.0,673,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
22.0,49401.0,0,14000.0,11.01,0.28,4.0,571,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
24.0,48758.0,2,14000.0,6.03,0.29,2.0,639,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
22.0,49052.0,0,14000.0,13.11,0.29,3.0,608,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
24.0,41910.0,0,14000.0,14.61,0.33,2.0,610,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24.0,41942.0,1,14000.0,16.0,0.33,3.0,585,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22.0,50189.0,0,14000.0,11.01,0.28,3.0,632,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21.0,15202.0,1,2200.0,11.01,0.14,3.0,617,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
21.0,20481.0,0,2200.0,16.49,0.11,2.0,644,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24.0,27735.0,0,2200.0,11.01,0.08,3.0,588,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
23.0,29995.0,0,2200.0,15.23,0.07,4.0,655,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25.0,34002.0,4,2200.0,12.53,0.06,4.0,602,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
22.0,34703.0,2,2200.0,15.95,0.06,2.0,669,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
21.0,43345.0,0,2200.0,7.49,0.05,2.0,539,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
22.0,56136.0,2,2200.0,11.99,0.04,2.0,640,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25.0,36905.0,1,6000.0,14.35,0.16,2.0,628,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
23.0,17782.0,0,2300.0,15.33,0.13,2.0,675,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
26.0,37200.0,4,2300.0,10.99,0.06,2.0,626,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
26.0,18021.0,0,2350.0,9.91,0.13,4.0,653,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
24.0,15186.0,0,2400.0,6.92,0.16,2.0,665,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
24.0,17140.0,1,2400.0,17.27,0.14,2.0,610,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24.0,37247.0,0,5000.0,13.48,0.13,2.0,637,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
25.0,36871.0,0,4000.0,7.14,0.11,2.0,674,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
26.0,20699.0,0,2400.0,12.23,0.12,4.0,568,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24.0,20806.0,2,2400.0,13.98,0.12,4.0,707,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
26.0,22526.0,8,2400.0,13.06,0.11,2.0,675,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24.0,36805.0,0,2400.0,13.11,0.07,2.0,560,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24.0,25005.0,0,2400.0,15.62,0.1,2.0,657,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.0,26976.0,3,2400.0,16.29,0.09,4.0,632,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23.0,26871.0,1,2400.0,15.23,0.09,4.0,598,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.0,27295.0,1,2400.0,12.53,0.09,4.0,710,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
23.0,27980.0,0,2400.0,8.94,0.09,4.0,665,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25.0,28338.0,4,2400.0,10.36,0.08,4.0,614,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
21.0,29829.0,0,2400.0,16.29,0.08,3.0,669,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
26.0,31133.0,4,2400.0,15.28,0.08,3.0,651,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23.0,36732.0,0,3000.0,11.14,0.08,3.0,590,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
22.0,30740.0,0,2400.0,13.61,0.08,4.0,676,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
21.0,32471.0,0,2400.0,11.58,0.07,4.0,545,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22.0,33006.0,3,2400.0,13.92,0.07,3.0,633,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
25.0,34619.0,6,2400.0,11.49,0.07,3.0,635,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
24.0,35413.0,0,2400.0,14.26,0.07,4.0,666,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21.0,36861.0,0,2400.0,16.49,0.07,2.0,697,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23.0,38120.0,0,2400.0,13.98,0.06,4.0,460,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22.0,39139.0,1,2400.0,11.99,0.06,3.0,561,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
22.0,40812.0,0,2400.0,11.48,0.06,4.0,673,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
21.0,46370.0,0,2400.0,14.26,0.05,3.0,526,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
21.0,41935.0,1,2400.0,10.83,0.06,4.0,659,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24.0,50421.0,1,2400.0,12.68,0.05,2.0,592,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
24.0,37260.0,2,6000.0,13.57,0.16,2.0,634,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
22.0,36979.0,1,5000.0,11.89,0.14,4.0,631,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21.0,37124.0,0,4750.0,9.63,0.13,2.0,632,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22.0,45803.0,0,2400.0,10.65,0.05,3.0,671,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22.0,37288.0,0,6600.0,14.42,0.18,4.0,614,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
23.0,58619.0,2,2400.0,10.59,0.04,3.0,691,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
22.0,70218.0,1,2400.0,15.23,0.03,3.0,661,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
24.0,65771.0,3,2400.0,13.49,0.04,4.0,656,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
26.0,85122.0,1,2400.0,11.01,0.03,3.0,638,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
24.0,37061.0,0,5000.0,10.71,0.13,2.0,586,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
26.0,114848.0,1,2400.0,11.01,0.02,3.0,633,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
26.0,20475.0,0,2450.0,11.01,0.12,2.0,609,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
21.0,14420.0,2,2500.0,8.88,0.17,2.0,637,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21.0,15753.0,0,2500.0,11.99,0.16,4.0,572,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
21.0,16616.0,0,2500.0,7.88,0.15,2.0,665,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24.0,15503.0,3,2500.0,13.11,0.16,2.0,635,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24.0,37999.0,1,13500.0,13.43,0.36,4.0,646,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22.0,52686.0,2,13500.0,10.95,0.26,3.0,592,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22.0,37110.0,0,5000.0,19.47,0.13,3.0,578,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
25.0,64686.0,5,13500.0,6.99,0.21,3.0,678,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
25.0,72878.0,6,13500.0,7.49,0.19,2.0,700,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
26.0,94021.0,3,13500.0,12.87,0.14,2.0,618,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
23.0,43065.0,0,13475.0,10.65,0.31,3.0,671,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.0,37797.0,2,6000.0,14.54,0.16,2.0,638,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23.0,35570.0,2,13475.0,14.26,0.38,4.0,688,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23.0,35526.0,0,13450.0,12.61,0.38,3.0,603,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26.0,46438.0,2,13400.0,9.99,0.29,2.0,638,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
25.0,37903.0,4,2000.0,11.12,0.05,2.0,664,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24.0,40411.0,0,13300.0,7.66,0.33,4.0,578,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
24.0,48960.0,0,13300.0,16.0,0.27,4.0,656,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25.0,29751.0,1,13250.0,10.37,0.45,2.0,654,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22.0,37323.0,0,13250.0,16.4,0.36,3.0,673,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.0,41328.0,2,13250.0,11.01,0.32,4.0,676,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
26.0,45983.0,3,13250.0,13.49,0.29,3.0,656,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.0,46942.0,0,13250.0,10.99,0.28,4.0,585,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26.0,49007.0,5,13250.0,11.71,0.27,2.0,617,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25.0,49091.0,2,13250.0,11.01,0.27,3.0,629,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
26.0,43097.0,0,13225.0,13.49,0.31,3.0,593,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22.0,49427.0,0,13225.0,16.77,0.27,2.0,637,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22.0,38605.0,2,13200.0,11.71,0.34,4.0,650,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
26.0,66018.0,0,13200.0,14.91,0.2,2.0,626,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25.0,92143.0,2,13200.0,12.23,0.14,4.0,579,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21.0,29948.0,0,13000.0,15.7,0.43,3.0,703,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
21.0,29823.0,2,13000.0,12.87,0.44,2.0,698,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
24.0,38084.0,6,9000.0,14.84,0.24,4.0,662,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
26.0,34972.0,6,13000.0,16.29,0.37,3.0,686,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
25.0,34897.0,3,13000.0,7.9,0.37,3.0,689,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
26.0,35681.0,3,13000.0,14.46,0.36,2.0,600,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22.0,37343.0,0,13000.0,13.11,0.35,3.0,639,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21.0,38606.0,0,13000.0,13.11,0.34,2.0,625,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
26.0,41524.0,6,13000.0,13.57,0.31,4.0,649,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
26.0,42048.0,5,13000.0,9.63,0.31,2.0,630,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25.0,43121.0,3,13000.0,13.22,0.3,2.0,582,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22.0,38464.0,0,5000.0,13.79,0.13,4.0,627,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24.0,43994.0,0,13000.0,7.29,0.3,3.0,617,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22.0,38044.0,0,3000.0,12.54,0.08,3.0,671,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
23.0,36761.0,0,13000.0,13.57,0.35,2.0,650,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
24.0,45348.0,0,13000.0,10.25,0.29,4.0,579,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
23.0,38175.0,1,4500.0,6.62,0.12,2.0,639,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23.0,46830.0,0,13000.0,11.01,0.28,4.0,664,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
23.0,46961.0,0,13000.0,11.71,0.28,3.0,661,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
25.0,47311.0,1,13000.0,10.74,0.27,3.0,630,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.0,48011.0,2,13000.0,11.83,0.27,4.0,540,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
25.0,48981.0,0,13000.0,10.99,0.27,3.0,637,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
24.0,48616.0,0,13000.0,14.26,0.27,3.0,565,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25.0,38469.0,5,2400.0,17.58,0.06,4.0,547,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21.0,50020.0,2,13000.0,13.57,0.26,2.0,600,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
26.0,44291.0,3,13000.0,5.99,0.29,4.0,669,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21.0,51338.0,0,13000.0,15.31,0.25,3.0,611,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
22.0,52556.0,0,13000.0,12.87,0.25,4.0,644,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22.0,45535.0,0,13000.0,16.0,0.29,2.0,640,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24.0,47858.0,1,13000.0,10.75,0.27,4.0,670,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
24.0,56029.0,3,13000.0,10.99,0.23,3.0,623,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
25.0,38308.0,2,11200.0,5.42,0.29,2.0,628,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
23.0,53718.0,0,13000.0,16.29,0.24,3.0,562,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22.0,27388.0,0,2500.0,11.89,0.09,2.0,576,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
23.0,27595.0,0,2500.0,7.51,0.09,2.0,632,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
21.0,27740.0,0,2500.0,16.29,0.09,4.0,693,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
26.0,28088.0,6,2500.0,6.76,0.09,4.0,688,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23.0,29779.0,4,2500.0,11.71,0.08,2.0,639,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
25.0,38461.0,1,4750.0,11.01,0.12,2.0,666,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
23.0,30934.0,0,2500.0,6.91,0.08,2.0,635,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22.0,38291.0,0,11225.0,11.01,0.29,2.0,569,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21.0,33155.0,0,2500.0,5.42,0.08,4.0,597,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
25.0,33654.0,5,2500.0,16.69,0.07,2.0,575,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
25.0,35703.0,1,2500.0,12.84,0.07,3.0,616,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24.0,37998.0,3,2500.0,14.54,0.07,3.0,505,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
26.0,38374.0,7,2500.0,10.37,0.07,3.0,634,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
23.0,38702.0,1,2500.0,6.92,0.06,4.0,654,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
21.0,42192.0,0,2500.0,12.87,0.06,2.0,633,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
23.0,42613.0,0,2500.0,6.39,0.06,2.0,623,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
22.0,36821.0,0,2500.0,8.49,0.07,2.0,602,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
21.0,37106.0,0,2500.0,7.14,0.07,4.0,563,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22.0,37236.0,0,2500.0,13.16,0.07,4.0,644,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
26.0,45323.0,4,2500.0,7.14,0.06,3.0,625,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
25.0,49052.0,3,2500.0,9.99,0.05,3.0,629,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
22.0,41984.0,2,2500.0,13.57,0.06,3.0,532,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
22.0,43928.0,0,2500.0,15.62,0.06,2.0,650,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
21.0,51605.0,0,2500.0,9.99,0.05,2.0,671,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
23.0,51216.0,1,2500.0,13.61,0.05,4.0,550,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
25.0,44403.0,2,2500.0,7.66,0.06,2.0,589,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
21.0,39191.0,0,2500.0,11.71,0.06,3.0,693,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
22.0,45458.0,0,2500.0,17.49,0.05,3.0,689,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
25.0,54944.0,3,2500.0,12.69,0.05,4.0,635,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
21.0,39608.0,0,8000.0,5.99,0.2,3.0,611,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
23.0,39443.0,4,2000.0,5.99,0.05,2.0,656,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
22.0,54842.0,0,2500.0,14.35,0.05,2.0,595,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
26.0,56350.0,3,2500.0,8.49,0.04,4.0,600,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
26.0,57441.0,3,2500.0,15.65,0.04,3.0,626,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
22.0,60408.0,1,2500.0,14.27,0.04,2.0,677,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
22.0,55626.0,0,2500.0,18.64,0.04,2.0,662,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
23.0,63420.0,0,2500.0,11.01,0.04,3.0,639,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26.0,63646.0,5,2500.0,14.82,0.04,2.0,677,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
24.0,56304.0,4,2500.0,13.98,0.04,3.0,653,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26.0,59753.0,1,2500.0,14.59,0.04,2.0,607,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
23.0,60221.0,0,2500.0,11.01,0.04,2.0,673,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25.0,39031.0,4,3250.0,10.74,0.08,2.0,668,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23.0,71627.0,0,2500.0,14.96,0.03,2.0,560,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
25.0,39209.0,4,6250.0,11.49,0.16,3.0,606,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
24.0,85012.0,1,2500.0,12.53,0.03,3.0,559,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
24.0,39449.0,1,4500.0,6.76,0.11,2.0,522,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
24.0,78129.0,0,2500.0,11.14,0.03,3.0,620,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23.0,13611.0,0,2800.0,9.99,0.21,4.0,563,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.0,16451.0,2,2800.0,15.21,0.17,2.0,682,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
25.0,17127.0,2,2800.0,14.61,0.16,2.0,597,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
22.0,18187.0,0,2800.0,6.54,0.15,3.0,664,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21.0,18559.0,0,2800.0,8.0,0.15,3.0,563,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
26.0,19143.0,4,2800.0,15.31,0.15,4.0,623,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
23.0,29806.0,2,2800.0,11.01,0.09,2.0,547,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
23.0,29699.0,4,2800.0,11.49,0.09,4.0,638,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25.0,39159.0,0,8000.0,13.16,0.2,2.0,585,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
21.0,39200.0,0,4200.0,11.58,0.11,2.0,647,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
25.0,39408.0,3,2500.0,7.68,0.06,3.0,596,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
22.0,33478.0,0,2800.0,7.51,0.08,3.0,600,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
22.0,36260.0,0,2800.0,7.43,0.08,4.0,667,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
25.0,39289.0,4,22750.0,6.17,0.58,4.0,703,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
23.0,34765.0,0,2875.0,15.23,0.08,3.0,633,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26.0,38488.0,3,2900.0,9.91,0.08,2.0,597,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
22.0,38852.0,2,2900.0,11.01,0.07,4.0,676,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.0,39839.0,1,1000.0,10.95,0.03,2.0,713,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
21.0,15134.0,2,3000.0,8.9,0.2,4.0,629,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
23.0,16936.0,2,3000.0,11.01,0.18,3.0,524,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
23.0,18020.0,0,3000.0,7.74,0.17,3.0,685,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21.0,18176.0,0,3000.0,13.43,0.17,3.0,635,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
22.0,40060.0,2,1000.0,15.27,0.02,2.0,598,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26.0,18153.0,5,3000.0,11.01,0.17,2.0,696,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22.0,18858.0,0,3000.0,7.51,0.16,4.0,687,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25.0,39880.0,3,10000.0,13.99,0.25,3.0,678,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22.0,39901.0,2,5000.0,7.49,0.13,3.0,656,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
23.0,20263.0,0,3000.0,16.29,0.15,2.0,633,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22.0,20429.0,0,3000.0,13.92,0.15,4.0,628,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
26.0,21779.0,5,3000.0,11.01,0.14,4.0,537,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
25.0,21806.0,5,3000.0,11.83,0.14,4.0,650,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
23.0,22139.0,0,3000.0,10.37,0.14,4.0,615,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21.0,22631.0,3,3000.0,6.0,0.13,3.0,575,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
23.0,22608.0,0,3000.0,11.71,0.13,4.0,529,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
21.0,22687.0,0,3000.0,7.9,0.13,2.0,708,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
21.0,39696.0,0,5000.0,16.0,0.13,2.0,642,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
